Label,Text
"Sony said the PSP would also feature a 4.5-inch LCD screen, Memory Stick expansion slots.","Sony said the PSP would also feature a 4.-5inch LCD screen, Memory Stick expansion slots."
"At one of the three sampling sites at Huntington Beach, the bacteria reading came back at 160 on June 16 and at 120 on June 23.","At one of the three sampling sites at Huntington Beach, the bacteria reauing came baxck at 160 on June 16 and at 120 on June 23."
"Where long-lines used to catch 10 fish per 100 hooks in past decades, they are now lucky to catch one, the study found.","Where long-lines used to catch 10 fish per 100 hooks in past decades, they are now lucky to fatch one, the study found."
"Carnival Corp. stock was trading at $31.29 during midday trading Wednesday, down 72 cents or 2.25 percent.","Carnival Corp. stock was trading at $31.29 duirng midday drading Wednesday, down 72 cents or 2.25 percent."
But Senate criticism of the House plan Tuesday came on several fronts.,But Senate criticism of the Houce plan Tuesday came on several fronts.
"As a result, Murphy sought to substitute Strier's sister, Ethel Celnik, as the trustee.","As a result, Murphy sought to substitute Strier's sister, Ethel Celnik, as the trustee."
"The rule bars groups from airing ads that promote, support, attack or oppose a candidate at any time.","The rule bars groups from airing ads that promote, support, attack or ppose a candidatea t any time."
Cisco pared spending to compensate for sluggish sales.,Cisco pared spending to compensate for slugvgcish sales.
"Kansas City drafted outfielder Chris Lubanski, from Kennedy-Kenrick High School in Pennsylvania, with the fifth pick.","Kansas City drafted outfieler Chris Lubanski, from Kennedy-Kenrick High School in Pennsylvania with the fifth pick."
Sterling was down 0.8 percent against the dollar at $1.5875 GBP= .,jterling was dowd 0.8 percent against the dollar at $1.5875 GBP= .
"The Dow Jones industrial average .DJI rose 41.61 points, or 0.44 percent, to 9,415.82.","The Dow Jones industrila average .DJI rose 41.6 1points, or 0.44 percent, to 9,415.82."
"""Right from the beginning, we didn't want to see anyone take a cut in pay.","""Right from the beginnnig, we didn't want to see anyone take a cut in pay."
"""There were a number of bureaucratic and administrative missed signals -- there's not one person who's responsible here,"" Gehman said.","""There were a number of bureaucratic and administrative missed ssignals -- there's not one person who's responsible here,"" Gehman said."
DeVries did make one stop in town Wednesday - registering as a sex offender at the Soledad Police Department.,DeVries did makeaone stop in town Wednesday - registering as a sex offender at the Soledad Police Department.
"At 5 p.m. EDT, Grace's center was near latitude 25.6 north, longitude 93.7 west or about 280 miles east-southeast of Corpus Christi.","At 5 p.m. DET, Grace's center was near latitude 25.6 north, longitude f3.7 west or about 280 miles east-southeast of Corpus Christi."
"On Saturday, a 149mph serve against Agassi equalled Rusedski's world record.","On Saturday, a 149mph serve against Agassi equallded Rusedbski's world record."
"The broader Standard & Poor's 500 Index .SPX climbed 10 points, or 1.10 percent, to 943.","The broader Standard & Poor's 500 Index .SPX climbed l0 points, or 1.10 percent, to 943."
October heating oil futures settled .85 cent lower at 69.89 cents a gallon.,October heating oil futures settmle d.85 cent lower at 69.89 cents a gallon.
Mr Levine confirmed that Ms Cohen Alon had tried to sell the story during the World Cup.,Mr Levine confirmed that Ms Cohen Alon had tried to sell the story during te World Cup.
"Mr. Bankhead said the crime scenes indicated that the killer was ""very methodical.""","Mr. Bankshead said the crime scenes indicated that the killer was ""verymethodical."""
"""This moves us a lot closer to saying that the foam can do this kind of damage,"" said Hubbard, a member of the Columbia Accident Investigation Board.","""This moves us a lot closer to saying that the foam can do this kind of damage,"" said Hubbard, a member of the Columbia Accident Investigationx Board."
"""We had nothing to do with @Stake's internal personnel decision,"" Microsoft spokesman Sean Sundwell said.","""We had ntohing to do with @Stake's interntl personnel decision,"" Microsoft spokesman Sean Sundwell said."
"Egyptologists cast doubt Tuesday on an expedition's claim that it may have found the mummy of Queen Nefertiti, one of the best-known ancient Egyptians.","Egyptologists cast doubt Tuesday on an expedition's claim that it may have found the mummy of Queen Nefertiti, one of the best-known nacient Egyptians."
Treasurys long-range plan is to provide retail buyers of all Treasury securities the ability to manage their holdings online in a single account.,Treasurys long-range plan is to provide retail buyers of all Treasury securities the ability to manage their holdings online in a single account.
"He was listed last night in critical but stable condition at Kings County Hospital Center, police said.","He was listed last nigt in critical but stable condition at Kings County Hospital Center, police said."
"The 30-year bond US30YT=RR grew 1-3/32 for a yield of 4.30 percent, down from 4.35 percent late Wednesday.","The 30-year bond US30YT=RR grew 1-3/32 for a yield of 4.30 eprcent, down from 4.35 percent late Wekdnesday."
"IAC's stock closed yesterday down $2.81, or 7.6 percent, at $34.19.","IAC's stock closed yelterday down $2.81, or 7.6 percent, at $34.19."
"Byrd, speaking from the Senate floor, said he questioned ""the motives of a deskbound president who assumes the garb of a warrior for purposes of a speech.""","Byrd, speaking from the Senate floor, said he questioned ""the motives of a deskbounbd president who assumes the garb of a warrior for purposes of a speech."""
The Ministry of Defence is facing a 20m compensation claim from hundreds of Kenyan women who claim they were raped by British soldiers.,TheM inistry of Defence is facing a 20m compensation claim from hundreds of Kenyan women who klaim they were raped by British soldiers.
"Shares of USA Interactive rose $2.28, or 7 percent, to $34.96 on Friday in Nasdaq Stock Market composite trading and have gained 53 percent this year.","Shares of USA Interactive rose $2.28, or 7 percent, to $34.96 on Friday in Nasdaq Stock Market composite trading and mhave gained 53 percent this year."
